DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
JABOTICABAL;BEBEDOURO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;22603;ABILIO MANOEL;1;3
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;22724;PARAISO CAVALCANTI DOUTOR;1;7
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;22731;GUSTAVO FERNANDO KUHLMANN;1;3
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;22731;GUSTAVO FERNANDO KUHLMANN;1;1
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;22767;ABILIO ALVES MARQUES;1;3
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;22767;ABILIO ALVES MARQUES;1;6
JABOTICABAL;BEBEDOURO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;127814;JARDIM SOUZA LIMA DO;2;4
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;903371;ORLANDO FRANCA DE CARVALHO PROFESSOR;2;8
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;903371;ORLANDO FRANCA DE CARVALHO PROFESSOR;1;3
JABOTICABAL;GUARIBA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;23590;JOSE PACIFICO;1;4
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;23711;LUIZ LATORRACA PROFESSOR;1;5
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;23735;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;3;15
JABOTICABAL;MONTE ALTO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;44623;NELLY BAHDUR CANO PROFESSORA;1;6
JABOTICABAL;MONTE AZUL PAULISTA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;406004;BAIRRO CRUZEIRO;1;2
JABOTICABAL;PRADOPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;23516;CONSTANTE OMETTO;1;5
JABOTICABAL;PRADOPOLIS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;23516;CONSTANTE OMETTO;1;1
JABOTICABAL;TAIUVA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;22512;BENEDITO ORTIZ CORONEL;1;4
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;2;3
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;3;6
JACAREI;ARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;1;1
JACAREI;ARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;1;1
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;6403;ESLI GARCIA DINIZ PROF;4;9
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;6415;RENE DE OLIVEIRA BARBOSA DR;2;6
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;6476;AMADEU RODRIGUES NORTE;1;1
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;6476;AMADEU RODRIGUES NORTE;2;2
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;39457;GERALDO BARBOSA DE ALMEIDA PREFEITO;3;5
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;41907;BENEDITO MANOEL DOS SANTOS;1;2
