DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
SANTO ANASTACIO;PRESIDENTE EPITACIO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;911215;JOAQUIM RODRIGUES FILHO PROFESSOR;1;3
SANTO ANASTACIO;PRESIDENTE VENCESLAU;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;922663;HIROSHI SHIRASSU SHIRUCA PROFESSOR;1;3
SANTO ANASTACIO;RIBEIRAO DOS INDIOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;32803;CARLOS BERNARDES STAUT;1;2
SANTO ANASTACIO;SANTO ANASTACIO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;32924;OSWALDO RANAZZI PROFESSOR;1;4
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8114;CLOTHILDE MARTINS ZANEI PROFESSORA;2;14
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8217;OVIDIO PIRES DE CAMPOS PROFESSOR;2;11
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8229;AGNALDO SEBASTIAO VIEIRA PADRE;2;12
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8312;ORDANIA JANONE CRESPO PROFESSORA;3;12
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8369;JOAO BAPTISTA MARIGO MARTINS;6;33
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8424;NELSON PIZZOTTI MENDES PROFESSOR;3;14
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8436;ONDINA RIVERA MIRANDA CINTRA PROFESSORA;2;13
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8448;FIORAVANTE ZAMPOL;3;16
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8473;WANDA BENTO GONCALVES PROFESSORA;3;17
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;8564;CARLINA CACAPAVA DE MELLO PROFESSORA;2;8
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8655;OSCAVO DE PAULA E SILVA PROFESSOR;2;6
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;8722;INAH DE MELLO PROFESSORA;4;16
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8746;RUBENS MOREIRA DA ROCHA PROFESSOR;5;31
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;35695;PAULO EMILIO SALLES GOMES;8;43
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;37266;MARIA DE LOURDES GUIMARAES PROFESSORA;4;16
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;286217;FRANCISCA HELENA FURIA II PROFESSORA;4;22
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;900175;BENERALDO DE TOLEDO PIZA PROFESSOR;3;19
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;914769;MIQUELINA PEDROSO MAGNANI PROFESSORA;1;7
SANTO ANDRE;SANTO ANDRE;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;925640;CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO;3;16
SANTOS;BERTIOGA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11605;ARMANDO BELLEGARD PROFESSOR;4;22
SANTOS;BERTIOGA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;901398;ARCHIMEDES BAVA PROFESSOR;2;13
SANTOS;CUBATAO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11435;AFONSO SCHIMIDT;2;6
SANTOS;CUBATAO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11630;LINCOLN FELICIANO;2;14
SANTOS;CUBATAO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;462664;APARECIDA CARLOS ANTONIO VIDAL;4;22
SANTOS;GUARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;11484;WALTER SCHEPIS PROFESSOR;1;1
SANTOS;GUARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11484;WALTER SCHEPIS PROFESSOR;9;66
SANTOS;GUARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11563;GALDINO MOREIRA PROFESSOR;2;7
SANTOS;GUARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;11666;EDUARDO GOMES MARECHAL DO AR;1;1
SANTOS;GUARUJA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11666;EDUARDO GOMES MARECHAL DO AR;5;21
SANTOS;SANTOS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11708;AZEVEDO JUNIOR;1;5
SANTOS;SANTOS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;11757;LUIZA MACUCO DONA;4;16
SANTOS;SANTOS;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;38805;JOAO OCTAVIO DOS SANTOS;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8758;FRANCISCO EMYGDIO PEREIRA NETO DOUTOR;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8771;OMAR DONATO BASSANI;8;20
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8771;OMAR DONATO BASSANI;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8801;FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8801;FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8813;JOAO BATISTA BERNARDES PROFESSOR;4;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;8813;JOAO BATISTA BERNARDES PROFESSOR;1;1
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8825;LAUDO FERREIRA DE CAMARGO MINISTRO;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8825;LAUDO FERREIRA DE CAMARGO MINISTRO;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8849;EUCLYDES DESLANDES PROFESSOR;2;9
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8874;ROBERT KENNEDY SENADOR;1;1
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8886;FRANCISCO PRESTES MAIA ENGENHEIRO;4;26
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8928;JOSE GONCALVES DE ANDRADE FIGUEIRA DOUTOR;3;9
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8928;JOSE GONCALVES DE ANDRADE FIGUEIRA DOUTOR;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8936;ADAIL LUIZ MILLER DOUTOR;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;8936;ADAIL LUIZ MILLER DOUTOR;2;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;8941;SANTA OLIMPIA;7;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;8990;ANTONIO CAPUTO;2;11
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9003;JORGE RAHME PROFESSOR;3;22
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;9015;MIZUHO ABUNDANCIA;1;7
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9039;ANTONIO NASCIMENTO PROFESSOR;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9088;BAETA NEVES DOUTOR;3;17
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9106;JOSE FORNARI DOUTOR;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;9118;MARIA LUIZA FERRARI CICERO PROFESSORA;2;6
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9124;CLOVIS DE LUCCA PROFESSOR;4;12
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;9131;MAURICIO ANTUNES FERRAZ PROFESSOR;1;4
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9155;LUIZA COLLACO QUEIROZ FONSECA PROFESSORA;2;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;9155;LUIZA COLLACO QUEIROZ FONSECA PROFESSORA;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9167;JOAQUIM MOREIRA BERNARDES PROFESSOR;3;15
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9210;MARIA IRACEMA MUNHOZ;2;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9234;LAURO GOMES DE ALMEIDA;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;9234;LAURO GOMES DE ALMEIDA;2;4
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9246;CARLOS PEZZOLO PROFESSOR;2;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9258;YOLANDA NORONHA DO NASCIMENTO PROFESSORA;5;13
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9261;JOAO RAMALHO;3;7
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9295;WALLACE COCKRANE SIMONSEN;2;5
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;9295;WALLACE COCKRANE SIMONSEN;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;9295;WALLACE COCKRANE SIMONSEN;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9313;RUDGE RAMOS;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;9313;RUDGE RAMOS;1;4
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9325;ANESIA LOUREIRO GAMA PROFESSORA;3;11
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9337;CYNIRA PIRES DOS SANTOS PROFESSORA;3;9
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;38519;MARIA CRISTINA SCHMIDT MIRANDA PROFESSORA;4;18
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;38519;MARIA CRISTINA SCHMIDT MIRANDA PROFESSORA;2;10
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;39548;VLADIMIR HERZOG JORNALISTA;3;7
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41269;DOMINGOS PEIXOTO DA SILVA PROFESSOR;2;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;41282;MARIA OSORIO TEIXEIRA PROFESSORA;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41294;JEAN PIAGET;3;17
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41300;NAIL FRANCO DE MELLO BONI PROFESSORA;3;17
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;42055;BRAZILIA TONDI DE LIMA;3;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;46516;ISMAEL DA SILVA JUNIOR PROFESSOR;3;8
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;902020;LUIS DOS SANTOS METALURGICO;7;15
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;904958;FRANCISCO CRISTIANO LIMA DE FREITAS;3;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;904971;MARISTELA VIEIRA PROFESSORA;3;11
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;906669;WALKER DA COSTA BARBOSA PROFESSOR;7;31
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;906669;WALKER DA COSTA BARBOSA PROFESSOR;2;10
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;906670;YVONE FRUTUOSO PRODOSSIMO PROFESSORA;3;10
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;907182;MARIO FRANCISCON;2;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;908745;NEUSA FIGUEIREDO MARCAL PROFESSORA;6;16
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;908757;MARIA AUXILIADORA MARQUES PROFESSORA;2;6
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;908769;VILMA APPARECIDA ANSELMO SILVEIRA PROFESSORA;1;1
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;908769;VILMA APPARECIDA ANSELMO SILVEIRA PROFESSORA;2;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;910764;CLARICE DE MAGALHAES CASTRO PROFESSORA;4;10
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;915750;CELIO LUIZ NEGRINI PROFESSOR;3;15
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;921105;AYRTON SENNA DA SILVA;3;7
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;921105;AYRTON SENNA DA SILVA;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;921543;NELSON MONTEIRO PALMA PROFESSOR;2;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;921543;NELSON MONTEIRO PALMA PROFESSOR;1;2
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;924210;TEREZA DELTA;1;3
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;924428;MAURICIO DE CASTRO;3;5
SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;924428;MAURICIO DE CASTRO;1;3
SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;9441;ALFREDO BURKART PROFESSOR;3;11
SAO BERNARDO DO CAMPO;SAO CAETANO DO SUL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;9581;IDALINA MACEDO COSTA SODRE DONA;2;2
SAO CARLOS;SAO CARLOS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DV - CRPE;10;191528;ALICE MADEIRA JOAO FRANCISCO PROFESSORA;2;2
SAO JOAO DA BOA VISTA;AGUAS DA PRATA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;20448;TIMOTHEO SILVA PROFESSOR;2;5
SAO JOAO DA BOA VISTA;AGUAS DA PRATA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20448;TIMOTHEO SILVA PROFESSOR;2;4
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;19252;LAURO DE ARAUJO;3;9
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19288;FRANCISCO EUGENIO DE LIMA;3;21
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;19288;FRANCISCO EUGENIO DE LIMA;2;10
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DA - CRPE;7;19343;FRANCISCO THOMAZ DE CARVALHO DOUTOR;1;1
SAO JOAO DA BOA VISTA;CASA BRANCA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;45731;VICENTE PAULO ZANCHETTA PROFESSOR;1;3
SAO JOAO DA BOA VISTA;DIVINOLANDIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;19239;EDUARDO VICENTE NASSER DEPUTADO;1;1
SAO JOAO DA BOA VISTA;DIVINOLANDIA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;19239;EDUARDO VICENTE NASSER DEPUTADO;1;1
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20333;CAMILO LELLIS PROFESSOR;1;2
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - DI - CRPE;9;20345;JUCA LOUREIRO PROFESSOR;2;4
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20357;LEME CARDEAL;1;4
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DV - CRPE;10;20357;LEME CARDEAL;1;3
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCACAO ESPECIAL - TEA - CRPE;39;20412;ALMEIDA VERGUEIRO DR;1;2
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;20424;BENEDITO NASCIMENTO ROSAS PROFESSOR;1;6
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;20424;BENEDITO NASCIMENTO ROSAS PROFESSOR;1;2
SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;41506;ABELARDO CESAR DOUTOR;1;2
SAO JOAO DA BOA VISTA;ITOBI;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;907431;JOSE ZILAH GONCALVES DOS SANTOS PROFESSOR;1;5
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19012;JUSTINO GOMES DE CASTRO MAESTRO;3;24
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19070;HILDA SILVA PROFESSORA;2;11
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - TEA - CRPE;39;19070;HILDA SILVA PROFESSORA;2;7
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DA - CRPE;7;19161;BARAO DE MONTE SANTO;2;10
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19161;BARAO DE MONTE SANTO;1;6
SAO JOAO DA BOA VISTA;MOCOCA;CLASSE DE SALA DE RECURSOS;EDUCACAO ESPECIAL - DI - CRPE;9;19203;BENEDITO FERRAZ BUENO PROFESSOR;2;7
